Image,BoundingBoxes,Labels
maksssksksss151.png,"[{""height"":7,""label"":""Face"",""left"":59,""top"":131,""width"":5},{""height"":7,""label"":""Face"",""left"":82,""top"":127,""width"":7},{""height"":4,""label"":""Face"",""left"":101,""top"":142,""width"":4},{""height"":6,""label"":""Face"",""left"":111,""top"":132,""width"":5},{""height"":7,""label"":""Face"",""left"":126,""top"":131,""width"":6},{""height"":6,""label"":""Face"",""left"":134,""top"":134,""width"":5},{""height"":5,""label"":""Face"",""left"":143,""top"":134,""width"":6},{""height"":10,""label"":""Face"",""left"":170,""top"":142,""width"":10},{""height"":12,""label"":""Face"",""left"":225,""top"":105,""width"":10},{""height"":13,""label"":""Face"",""left"":278,""top"":100,""width"":10}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss152.png,"[{""height"":23,""label"":""Face"",""left"":66,""top"":25,""width"":16},{""height"":27,""label"":""Face"",""left"":101,""top"":41,""width"":23},{""height"":26,""label"":""Face"",""left"":173,""top"":34,""width"":20},{""height"":24,""label"":""Face"",""left"":204,""top"":75,""width"":21},{""height"":29,""label"":""Face"",""left"":289,""top"":25,""width"":23},{""height"":22,""label"":""Face"",""left"":350,""top"":17,""width"":18},{""height"":15,""label"":""Face"",""left"":152,""top"":50,""width"":15}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss153.png,"[{""height"":23,""label"":""Face"",""left"":89,""top"":21,""width"":23},{""height"":23,""label"":""Face"",""left"":289,""top"":21,""width"":22}]","[""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss154.png,"[{""height"":133,""label"":""Face"",""left"":90,""top"":200,""width"":94}]","[""Not Wearing Mask""]"
maksssksksss155.png,"[{""height"":66,""label"":""Face"",""left"":43,""top"":108,""width"":64},{""height"":87,""label"":""Face"",""left"":77,""top"":53,""width"":86},{""height"":45,""label"":""Face"",""left"":278,""top"":92,""width"":36},{""height"":14,""label"":""Face"",""left"":381,""top"":97,""width"":11}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss156.png,"[{""height"":26,""label"":""Face"",""left"":327,""top"":33,""width"":25},{""height"":18,""label"":""Face"",""left"":27,""top"":47,""width"":20},{""height"":20,""label"":""Face"",""left"":249,""top"":43,""width"":19},{""height"":14,""label"":""Face"",""left"":278,""top"":73,""width"":13},{""height"":21,""label"":""Face"",""left"":366,""top"":70,""width"":19},{""height"":27,""label"":""Face"",""left"":181,""top"":40,""width"":22},{""height"":25,""label"":""Face"",""left"":36,""top"":63,""width"":23},{""height"":19,""label"":""Face"",""left"":1,""top"":45,""width"":18},{""height"":23,""label"":""Face"",""left"":68,""top"":68,""width"":22},{""height"":16,""label"":""Face"",""left"":87,""top"":55,""width"":15},{""height"":16,""label"":""Face"",""left"":137,""top"":58,""width"":18},{""height"":17,""label"":""Face"",""left"":233,""top"":50,""width"":17},{""height"":18,""label"":""Face"",""left"":281,""top"":33,""width"":19}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Incorrectly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss157.png,"[{""height"":20,""label"":""Face"",""left"":22,""top"":78,""width"":21},{""height"":34,""label"":""Face"",""left"":84,""top"":61,""width"":27},{""height"":41,""label"":""Face"",""left"":144,""top"":78,""width"":29},{""height"":26,""label"":""Face"",""left"":193,""top"":71,""width"":24},{""height"":37,""label"":""Face"",""left"":225,""top"":43,""width"":34},{""height"":24,""label"":""Face"",""left"":297,""top"":62,""width"":19},{""height"":34,""label"":""Face"",""left"":320,""top"":40,""width"":32},{""height"":29,""label"":""Face"",""left"":368,""top"":75,""width"":27}]","[""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss158.png,"[{""height"":22,""label"":""Face"",""left"":2,""top"":56,""width"":22},{""height"":15,""label"":""Face"",""left"":29,""top"":70,""width"":13},{""height"":17,""label"":""Face"",""left"":90,""top"":55,""width"":14},{""height"":24,""label"":""Face"",""left"":113,""top"":52,""width"":20},{""height"":14,""label"":""Face"",""left"":133,""top"":60,""width"":11},{""height"":15,""label"":""Face"",""left"":151,""top"":70,""width"":15},{""height"":14,""label"":""Face"",""left"":180,""top"":70,""width"":15},{""height"":20,""label"":""Face"",""left"":217,""top"":78,""width"":21},{""height"":18,""label"":""Face"",""left"":238,""top"":52,""width"":18},{""height"":15,""label"":""Face"",""left"":280,""top"":59,""width"":13},{""height"":19,""label"":""Face"",""left"":293,""top"":56,""width"":17},{""height"":19,""label"":""Face"",""left"":323,""top"":82,""width"":19},{""height"":22,""label"":""Face"",""left"":354,""top"":64,""width"":17},{""height"":10,""label"":""Face"",""left"":166,""top"":68,""width"":8}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss159.png,"[{""height"":64,""label"":""Face"",""left"":5,""top"":114,""width"":53},{""height"":13,""label"":""Face"",""left"":125,""top"":82,""width"":11},{""height"":17,""label"":""Face"",""left"":157,""top"":82,""width"":13},{""height"":14,""label"":""Face"",""left"":213,""top"":65,""width"":12},{""height"":7,""label"":""Face"",""left"":51,""top"":89,""width"":6},{""height"":6,""label"":""Face"",""left"":175,""top"":80,""width"":5},{""height"":8,""label"":""Face"",""left"":193,""top"":79,""width"":7},{""height"":5,""label"":""Face"",""left"":253,""top"":75,""width"":8},{""height"":12,""label"":""Face"",""left"":276,""top"":75,""width"":12},{""height"":73,""label"":""Face"",""left"":326,""top"":32,""width"":69},{""height"":8,""label"":""Face"",""left"":290,""top"":66,""width"":6},{""height"":9,""label"":""Face"",""left"":85,""top"":86,""width"":4}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss16.png,"[{""height"":118,""label"":""Face"",""left"":48,""top"":227,""width"":98}]","[""Wearing Mask Correctly""]"
maksssksksss160.png,"[{""height"":71,""label"":""Face"",""left"":71,""top"":82,""width"":80},{""height"":88,""label"":""Face"",""left"":246,""top"":107,""width"":80}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss161.png,"[{""height"":101,""label"":""Face"",""left"":123,""top"":227,""width"":67}]","[""Not Wearing Mask""]"
maksssksksss162.png,"[{""height"":127,""label"":""Face"",""left"":86,""top"":181,""width"":105}]","[""Wearing Mask Correctly""]"
maksssksksss163.png,"[{""height"":18,""label"":""Face"",""left"":209,""top"":108,""width"":17},{""height"":28,""label"":""Face"",""left"":161,""top"":124,""width"":23}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss164.png,"[{""height"":26,""label"":""Face"",""left"":12,""top"":47,""width"":28},{""height"":24,""label"":""Face"",""left"":44,""top"":51,""width"":22},{""height"":21,""label"":""Face"",""left"":80,""top"":42,""width"":19},{""height"":26,""label"":""Face"",""left"":153,""top"":39,""width"":26},{""height"":24,""label"":""Face"",""left"":203,""top"":35,""width"":22},{""height"":18,""label"":""Face"",""left"":256,""top"":45,""width"":15},{""height"":19,""label"":""Face"",""left"":292,""top"":58,""width"":19},{""height"":19,""label"":""Face"",""left"":327,""top"":64,""width"":19},{""height"":27,""label"":""Face"",""left"":361,""top"":37,""width"":25}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss165.png,"[{""height"":108,""label"":""Face"",""left"":15,""top"":111,""width"":99},{""height"":103,""label"":""Face"",""left"":324,""top"":135,""width"":86}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss166.png,"[{""height"":57,""label"":""Face"",""left"":98,""top"":1,""width"":52},{""height"":40,""label"":""Face"",""left"":205,""top"":115,""width"":30},{""height"":30,""label"":""Face"",""left"":255,""top"":141,""width"":23},{""height"":27,""label"":""Face"",""left"":303,""top"":180,""width"":22},{""height"":23,""label"":""Face"",""left"":329,""top"":195,""width"":18},{""height"":22,""label"":""Face"",""left"":351,""top"":204,""width"":21}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss167.png,"[{""height"":44,""label"":""Face"",""left"":45,""top"":69,""width"":51},{""height"":42,""label"":""Face"",""left"":185,""top"":113,""width"":37},{""height"":43,""label"":""Face"",""left"":271,""top"":32,""width"":40},{""height"":15,""label"":""Face"",""left"":20,""top"":90,""width"":10}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss168.png,"[{""height"":16,""label"":""Face"",""left"":40,""top"":74,""width"":22},{""height"":17,""label"":""Face"",""left"":35,""top"":116,""width"":16},{""height"":11,""label"":""Face"",""left"":85,""top"":79,""width"":12},{""height"":122,""label"":""Face"",""left"":169,""top"":66,""width"":118},{""height"":30,""label"":""Face"",""left"":363,""top"":51,""width"":21}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss169.png,"[{""height"":105,""label"":""Face"",""left"":152,""top"":262,""width"":68}]","[""Wearing Mask Correctly""]"
maksssksksss17.png,"[{""height"":118,""label"":""Face"",""left"":73,""top"":179,""width"":96}]","[""Wearing Mask Correctly""]"
maksssksksss170.png,"[{""height"":156,""label"":""Face"",""left"":102,""top"":54,""width"":137}]","[""Wearing Mask Correctly""]"
maksssksksss171.png,"[{""height"":169,""label"":""Face"",""left"":207,""top"":122,""width"":154}]","[""Wearing Mask Correctly""]"
maksssksksss172.png,"[{""height"":108,""label"":""Face"",""left"":96,""top"":233,""width"":90}]","[""Not Wearing Mask""]"
maksssksksss173.png,"[{""height"":22,""label"":""Face"",""left"":48,""top"":94,""width"":24},{""height"":29,""label"":""Face"",""left"":331,""top"":77,""width"":25}]","[""Wearing Mask Correctly"", ""Wearing Mask Incorrectly""]"
maksssksksss174.png,"[{""height"":54,""label"":""Face"",""left"":44,""top"":63,""width"":51},{""height"":44,""label"":""Face"",""left"":102,""top"":60,""width"":40},{""height"":56,""label"":""Face"",""left"":196,""top"":44,""width"":54},{""height"":48,""label"":""Face"",""left"":351,""top"":54,""width"":41}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss175.png,"[{""height"":61,""label"":""Face"",""left"":113,""top"":61,""width"":61},{""height"":62,""label"":""Face"",""left"":195,""top"":50,""width"":33}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss176.png,"[{""height"":42,""label"":""Face"",""left"":132,""top"":55,""width"":25},{""height"":36,""label"":""Face"",""left"":15,""top"":68,""width"":32},{""height"":33,""label"":""Face"",""left"":55,""top"":47,""width"":26},{""height"":33,""label"":""Face"",""left"":144,""top"":95,""width"":25},{""height"":29,""label"":""Face"",""left"":166,""top"":66,""width"":23},{""height"":35,""label"":""Face"",""left"":222,""top"":47,""width"":38},{""height"":26,""label"":""Face"",""left"":89,""top"":60,""width"":15},{""height"":49,""label"":""Face"",""left"":237,""top"":86,""width"":40},{""height"":36,""label"":""Face"",""left"":291,""top"":79,""width"":28},{""height"":27,""label"":""Face"",""left"":371,""top"":63,""width"":21},{""height"":33,""label"":""Face"",""left"":387,""top"":59,""width"":13}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss177.png,"[{""height"":42,""label"":""Face"",""left"":276,""top"":76,""width"":48},{""height"":47,""label"":""Face"",""left"":154,""top"":147,""width"":45}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss178.png,"[{""height"":35,""label"":""Face"",""left"":91,""top"":41,""width"":35},{""height"":26,""label"":""Face"",""left"":193,""top"":86,""width"":21},{""height"":22,""label"":""Face"",""left"":245,""top"":90,""width"":20}]","[""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss179.png,"[{""height"":31,""label"":""Face"",""left"":170,""top"":26,""width"":29},{""height"":19,""label"":""Face"",""left"":45,""top"":57,""width"":17},{""height"":18,""label"":""Face"",""left"":47,""top"":81,""width"":17},{""height"":23,""label"":""Face"",""left"":89,""top"":53,""width"":27}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss18.png,"[{""height"":62,""label"":""Face"",""left"":134,""top"":86,""width"":58},{""height"":58,""label"":""Face"",""left"":299,""top"":159,""width"":55}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss180.png,"[{""height"":134,""label"":""Face"",""left"":58,""top"":182,""width"":107}]","[""Wearing Mask Correctly""]"
maksssksksss181.png,"[{""height"":24,""label"":""Face"",""left"":70,""top"":58,""width"":23},{""height"":25,""label"":""Face"",""left"":100,""top"":57,""width"":24},{""height"":37,""label"":""Face"",""left"":271,""top"":43,""width"":34}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss182.png,"[{""height"":50,""label"":""Face"",""left"":117,""top"":48,""width"":50},{""height"":60,""label"":""Face"",""left"":206,""top"":49,""width"":65}]","[""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss183.png,"[{""height"":36,""label"":""Face"",""left"":158,""top"":63,""width"":31},{""height"":48,""label"":""Face"",""left"":198,""top"":56,""width"":43},{""height"":20,""label"":""Face"",""left"":372,""top"":108,""width"":18},{""height"":21,""label"":""Face"",""left"":35,""top"":109,""width"":15}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss184.png,"[{""height"":29,""label"":""Face"",""left"":143,""top"":44,""width"":26},{""height"":28,""label"":""Face"",""left"":171,""top"":37,""width"":24},{""height"":21,""label"":""Face"",""left"":250,""top"":25,""width"":24},{""height"":27,""label"":""Face"",""left"":256,""top"":49,""width"":27},{""height"":29,""label"":""Face"",""left"":262,""top"":116,""width"":32},{""height"":20,""label"":""Face"",""left"":294,""top"":43,""width"":22},{""height"":19,""label"":""Face"",""left"":334,""top"":38,""width"":16},{""height"":17,""label"":""Face"",""left"":320,""top"":40,""width"":15},{""height"":14,""label"":""Face"",""left"":374,""top"":47,""width"":12},{""height"":38,""label"":""Face"",""left"":83,""top"":11,""width"":26}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss185.png,"[{""height"":48,""label"":""Face"",""left"":89,""top"":139,""width"":32},{""height"":42,""label"":""Face"",""left"":115,""top"":112,""width"":24},{""height"":24,""label"":""Face"",""left"":165,""top"":102,""width"":30},{""height"":17,""label"":""Face"",""left"":270,""top"":69,""width"":18}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss186.png,"[{""height"":63,""label"":""Face"",""left"":87,""top"":56,""width"":48}]","[""Wearing Mask Correctly""]"
maksssksksss187.png,"[{""height"":85,""label"":""Face"",""left"":230,""top"":97,""width"":90}]","[""Wearing Mask Correctly""]"
maksssksksss188.png,"[{""height"":113,""label"":""Face"",""left"":99,""top"":205,""width"":99}]","[""Wearing Mask Correctly""]"
maksssksksss189.png,"[{""height"":48,""label"":""Face"",""left"":124,""top"":48,""width"":19},{""height"":32,""label"":""Face"",""left"":201,""top"":89,""width"":34},{""height"":51,""label"":""Face"",""left"":226,""top"":15,""width"":45}]","[""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly""]"
